associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1987-07-07/1987-07-08	Agapostemon			NA		AMNH	Arapahoe Prairie		urn:uuid:83a1bc7a-d8e1-11e2-99a2-0026552be7ea	Netting	Agapostemon virescens	(Fabricius,1775)	virescens	Nebraska	1987	idigbio	Agapostemon virescens	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Sedgwick		37.692	-97.337	1959-07-03	Lasioglossum			NA		AMNH	Wichita		urn:uuid:83563f3e-d8e1-11e2-99a2-0026552be7ea	Netting	Lasioglossum vierecki	(Crawford,1904)	vierecki	Kansas	1959	idigbio	Lasioglossum vierecki	c(234744.418332598, -808326.48525319)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1988-07-17	Diadasia			NA		AMNH	Arapahoe Prairie		urn:uuid:838edeac-d8e1-11e2-99a2-0026552be7ea	Netting	Diadasia enavata	(Cresson,1872)	enavata	Nebraska	1988	idigbio	Diadasia enavata	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen	Insects			United States			41.5	-99.69		Lasioglossum			NA		OSUC	NE		urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__479907	none specified	Evylaeus pectoralis		pectorale	Nebraska		idigbio	Lasioglossum pectorale	c(25828.7824361077, -389072.898664464)	Central Great Plains
	PreservedSpecimen	Insects			United States	Payne		36.116	-97.058	1963-07-17	Bombus			NA		OSUC	Stillwater, Payne Co., OK		urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__81863	none specified	Bombus pensylvanicus		pensylvanicus	Oklahoma		idigbio	Bombus pensylvanicus	c(264998.10308155, -982241.028993641)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Arthur		40.276	-100.11	1988-07-17	Megachile			NA		AMNH	Arapahoe Prairie		urn:uuid:832dfff6-d8e1-11e2-99a2-0026552be7ea	Netting	Megachile parallela	Smith,1853	parallela	Nebraska	1988	idigbio	Megachile parallela	c(-9339.7738165307, -525129.605333785)	Central Great Plains
	PreservedSpecimen	ENT		20032	USA	Taylor County	4	32.449	-99.733	1943-09-04	Agapostemon			NA		YPM	Camp Barkeley, near Abilene	9	urn:uuid:4f2fe905-36db-439d-ad0f-9aaee3231845		Agapostemon melliventris	Cresson	melliventris	Texas	1943	idigbio	Agapostemon melliventris	c(25204.6462894266, -1392778.91786618)	Central Great Plains
	PreservedSpecimen	ENT		8351	USA	Hall County	5	40.926	-98.419	1970-09-05	Bombus			NA		YPM	4 mi. W. of Grand Island	9	urn:uuid:43632233-afd4-4773-adc3-f0223e9fdedc		Bombus pensylvanicus	(DeGeer)	pensylvanicus	Nebraska	1970	idigbio	Bombus pensylvanicus	c(132899.999650973, -451638.919788061)	Central Great Plains
associated with:Rosa	PreservedSpecimen				UNITED STATES	Jackson		34.779	-99.335	1962-08-01	Bombus			NA		UCD	Blair		urn:uuid:85413858-d8e1-11e2-99a2-0026552be7ea	Netting	Bombus pensylvanicus	(DeGeer,1773)	pensylvanicus	Oklahoma	1962	idigbio	Bombus pensylvanicus	c(60976.6382279533, -1134777.39489729)	Central Great Plains
	PreservedSpecimen				UNITED STATES	Canadian		35.532	-97.955	1961-04-14	Lasioglossum			NA		AMNH	El Reno		urn:uuid:855e0780-d8e1-11e2-99a2-0026552be7ea	Netting	Lasioglossum pruinosum	(Robertson,1892)	pruinosum	Oklahoma	1961	idigbio	Lasioglossum pruinosum	c(185661.965175327, -1049349.53007579)	Central Great Plains
