associatedTaxa	basisOfRecord	collectionCode	collectionID	coordinateUncertaintyInMeters	country	county	day	decimalLatitude	decimalLongitude	eventDate	genus	habitat	identificationID	informationWithheld	infraspecificEpithet	institutionCode	locality	month	occurrenceID	samplingProtocol	scientificName	scientificNameAuthorship	specificEpithet	stateProvince	year	dataAggregatorName	resolvedNames	geometry	ecoregion
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-06-18/2009-06-25	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190316?seid=1070143	pollinator trap B/W/O	Bombus frigidus		frigidus	Alaska		idigbio	Bombus frigidus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	10	United States			65.368	-148.95	2016-06-30/2016-07-14	Bombus	burnt b. spruce		NA		UAM	Elliot Highway Mile 87		http://arctos.database.museum/guid/UAM:Ento:339007?seid=3243255	pollinator vane trap, 0.5m	Bombus jonellus		jonellus	Alaska		idigbio	Bombus jonellus	c(-2089852.91345636, 2986810.49175714)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	5000	United States		08	66.917	-151.513	1970-07-08	Bombus			NA		UAM	Bettles	07	http://arctos.database.museum/guid/UAM:Ento:121437?seid=777602		Bombus jonellus		jonellus	Alaska	1970	idigbio	Bombus jonellus	c(-2047886.67013903, 3189483.22287671)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-20/2009-05-28	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190309?seid=1585569	pollinator trap B/W/O	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	140	United States		14	64.856	-147.835	1983-05-14	Bombus	railroad, weeds, Salix bebbiana		NA		UAM	Beluga Field, UAF	05	http://arctos.database.museum/guid/UAM:Ento:131591?seid=1783510		Bombus flavifrons		flavifrons	Alaska	1983	idigbio	Bombus flavifrons	c(-2090877.45557182, 2910697.44843476)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-06/2009-05-13	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:185731?seid=1556725	pollinator trap B/W/L	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	200	United States		01	64.86	-147.825	1979-07-01	Bombus	T1SR1W weeds, Epilobium angustifolium		NA		UAM	Fairbanks, UAF	07	http://arctos.database.museum/guid/UAM:Ento:131327?seid=750280		Bombus frigidus		frigidus	Alaska	1979	idigbio	Bombus frigidus	c(-2090219.05659453, 2910754.28930639)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-07-02/2009-09-09	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:185055?seid=634588	pollinator trap B/W/O	Bombus melanopygus		melanopygus	Alaska		idigbio	Bombus melanopygus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	200	United States			64.86	-147.825	1979-07-03/1979-07-04	Bombus	T1SR1W weeds, Taraxacum, Legumes		NA		UAM	Fairbanks, UAF		http://arctos.database.museum/guid/UAM:Ento:131417?seid=1151011		Bombus frigidus		frigidus	Alaska		idigbio	Bombus frigidus	c(-2090219.05659453, 2910754.28930639)	Interior Forested Lowlands and Uplands
	PreservedSpecimen	Ento	4	13	United States			64.851	-147.851	2009-05-20/2009-05-28	Bombus			NA		UAM	Fairbanks, UAF Farm		http://arctos.database.museum/guid/UAM:Ento:190152?seid=320773	pollinator trap B/W/O	Bombus perplexus		perplexus	Alaska		idigbio	Bombus perplexus	c(-2091823.91210071, 2910727.67294619)	Interior Forested Lowlands and Uplands
